0.8821	0.2206
0.6835	1.9026
1.5071	2.9450
2.9513	4.2703
-0.0265	6.8794
-2.1561	5.1919
-2.0407	4.3383
-3.0582	6.5290
-5.4045	4.6325
-8.7402	2.2769
-10.9528	3.7282
-14.6064	0.3406
-20.3478	0.4226
-23.9306	1.6029
-27.7557	5.5481
-31.8411	5.7959
-39.4281	5.5947
-46.9585	2.7620
-50.9185	5.4281
-55.4309	2.1955
-62.3298	3.6608
-73.3465	3.4292
-74.3289	3.1155
-77.4310	6.1581
-84.3689	4.7017
-87.8095	0.5211
-94.0985	-0.8286
-98.6662	-0.5927
-100.2110	-5.7949
-104.6738	-5.8057
-108.7645	-9.3489
-110.0715	-12.8100
-117.5965	-12.7148
-119.2325	-17.0398
-120.0208	-18.9375
-126.1412	-20.3934
-128.2795	-25.4835
-128.6797	-28.5112
-131.6330	-26.9212
-135.4910	-28.7853
-132.7703	-35.7769
-135.4266	-37.7269
-141.2582	-36.7743
-136.6039	-40.9709
-139.1422	-41.6528
-144.2986	-41.8732
-142.2001	-42.1465
-148.5156	-47.4984
-150.4029	-49.2790
-154.6453	-54.7737
-158.8451	-56.0951
-162.1873	-55.9724
-163.0681	-61.9244
-168.3684	-65.7252
-168.9104	-68.4316
-170.2810	-67.9179
-173.3031	-73.1590
-175.6246	-73.6786
-179.0332	-75.6821
-180.6441	-82.4952
-182.6784	-86.9055
-184.3506	-90.4255
-183.6691	-93.9883
-188.0494	-98.6402
-186.6632	-101.4870
-188.4764	-105.7389
-189.4308	-110.7376
-190.4220	-112.7017
-189.6074	-119.1133
-191.4839	-122.2776
-193.3300	-126.1238
-192.9917	-131.9457
-195.9487	-137.9874
-195.4957	-144.9163
-197.1898	-149.8350
-197.1303	-156.1190
-194.9437	-160.4377
-194.4679	-166.5837
-198.3837	-170.3742
-200.5339	-174.8674
-194.0115	-178.7073
-197.2660	-180.4008
-197.8753	-185.6292
-195.1878	-188.5142
-198.5139	-189.8260
-195.1479	-195.5673
-194.3296	-197.0071
-193.4223	-203.7201
-192.1669	-204.7678
-189.9685	-209.2143
-191.0382	-213.2556
-188.1328	-218.8395
-189.4094	-218.1380
-188.6953	-222.2213
-187.0833	-223.3409
-185.0250	-224.2715
-183.5486	-226.4065
-179.8872	-227.3281
-179.8794	-230.1795
-178.9275	-234.7246
