1.0997	0.8866
4.3392	0.3585
1.7120	0.4759
1.3526	2.2407
-0.2372	0.2189
0.4471	1.0466
-2.2654	1.3325
-1.5317	1.1211
-3.5308	-0.0024
-4.9504	1.0409
-6.3685	-0.2110
-9.7251	0.7545
-11.4346	2.4412
-12.7938	6.7758
-15.6707	7.8480
-16.0599	9.8869
-16.0072	8.5449
-15.9165	11.2508
-15.0115	10.0389
-15.3864	11.6500
-17.9892	14.4806
-18.8461	12.3173
-19.3908	10.7224
-22.1583	12.5641
-23.4964	9.2889
-26.0771	10.2522
-24.5213	10.5959
-30.8862	9.3810
-26.1328	12.3889
-32.4781	8.1925
-30.9720	7.5701
-31.9819	6.7524
-35.0626	5.4477
-33.4633	0.5774
-33.9458	2.7483
-36.2338	-2.3006
-35.9259	-6.5548
-35.2990	-6.0034
-33.9713	-10.9054
-37.0512	-11.3008
-34.1981	-18.0141
-31.1979	-17.2649
-31.9870	-24.1940
-33.0829	-27.5092
-29.7866	-34.8207
-32.1264	-36.6476
-29.4116	-39.1311
-31.5170	-44.4768
-28.8754	-51.2356
-27.5732	-54.8243
-24.5689	-56.5805
-24.4821	-62.1868
-25.4149	-64.0171
-20.7911	-71.6909
-21.4778	-69.7830
-19.8095	-77.1830
-20.8547	-82.3651
-19.6375	-86.0808
-18.9260	-85.5581
-15.3178	-91.3557
-14.2088	-93.5500
-10.6670	-98.2537
-9.7124	-99.3166
-5.9275	-100.8395
-3.8182	-105.8307
-2.9544	-103.9810
5.5304	-106.4330
7.2914	-110.2819
10.7795	-111.0872
15.4303	-117.5842
16.1973	-121.9640
19.8814	-125.4740
19.6040	-129.8080
27.2208	-133.1935
29.6618	-136.4835
33.8401	-140.7873
36.8166	-147.4121
36.0318	-147.8638
38.6638	-149.9395
41.4012	-156.5442
42.6007	-158.5070
42.7460	-160.3985
47.3324	-161.7218
46.1009	-163.7607
49.5172	-168.4509
50.8459	-174.5121
51.1134	-178.8922
52.7681	-180.6126
53.4655	-182.2457
52.9668	-187.5072
53.2293	-191.5486
53.8371	-194.1909
55.2882	-200.0492
55.7357	-202.3915
56.9413	-203.7620
58.3192	-208.0394
59.1546	-210.9947
61.1773	-216.3050
65.3000	-221.0812
68.7971	-222.5380
