-1.4792	1.3212
2.8994	2.3678
3.9716	2.0207
6.2600	2.2297
5.9091	1.4636
4.9373	0.2146
3.6422	0.8842
3.3026	-3.4284
1.6778	-4.8573
2.0197	-3.7842
0.5179	-6.0082
-0.7269	-8.9087
-3.3253	-6.3510
-2.3514	-4.0463
-4.0711	-7.7818
-8.4833	-10.1508
-9.9324	-12.3842
-13.0560	-12.7215
-16.5380	-12.8159
-16.8076	-13.6547
-18.8655	-14.5748
-19.2949	-20.0099
-21.0789	-19.3981
-21.9381	-18.3498
-23.2429	-21.2606
-28.0861	-19.1474
-31.1663	-19.9243
-33.8535	-19.0240
-34.4019	-19.4814
-37.1011	-20.5338
-38.8477	-19.8539
-41.3921	-17.8764
-43.9495	-17.0586
-48.4179	-16.3156
-48.3534	-12.7288
-54.6246	-16.0566
-55.0544	-15.5569
-59.4738	-13.7419
-62.1519	-15.1532
-66.0211	-13.2084
-65.8216	-14.0459
-71.4393	-16.9278
-79.1558	-9.8693
-82.9923	-10.0030
-85.3526	-10.6316
-87.7579	-8.8391
-92.4690	-7.2389
-96.8011	-4.5852
-105.1442	-4.0941
-107.9233	0.1245
-115.9331	0.2764
-124.0982	3.9114
-130.5336	1.4484
-136.5426	5.1787
-143.3241	1.5483
-149.4983	-1.1340
-161.1256	-0.9531
-165.3119	-1.2882
-172.6853	-1.8689
-179.6915	-5.3634
-187.4775	-5.2290
-194.2307	-7.6227
-202.4696	-10.2561
-210.1546	-10.8949
-214.0267	-11.7292
-224.7653	-15.1534
-226.5985	-13.6504
-231.6957	-14.9669
-241.3888	-13.9535
-247.6840	-17.3786
-254.1910	-17.8151
-258.1176	-16.8009
-266.9181	-14.6636
-270.5867	-17.0033
-275.7823	-17.1533
-281.2596	-18.4797
-285.6948	-16.2898
-288.3076	-14.6503
-294.9818	-17.7021
-298.5188	-15.3369
-304.6060	-12.9401
-306.7991	-12.8593
-307.0964	-11.1038
-311.4459	-10.7101
-312.7268	-11.6008
-315.6649	-9.3963
-321.0645	-7.5580
-327.1168	-6.2823
-329.4883	-11.8576
-338.0132	-9.2545
-342.7884	-13.0726
-348.1350	-12.9744
-354.4003	-9.7439
-358.5241	-11.1813
-361.2327	-13.7662
-367.7133	-14.4899
-377.3577	-12.2269
-381.9781	-12.3286
-387.3458	-11.3417
-393.7055	-8.6581
